ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
MOUNLYCE;24085;MOUNIER LYCEE;47.489799, -0.5268440000000001;;;;0;;Europe/Paris;0
FRONDM-E;13856;FRONT DE MAINE;47.47226, -0.5661670000000001;;;;0;;Europe/Paris;1
TROPAROI;30515;TROIS PAROISSES;47.441944, -0.5345110000000001;;;;0;;Europe/Paris;1
JAUDETT;10931;JAUDETTE;47.4633, -0.4911290000000001;;;;0;;Europe/Paris;0
FRESNAIE;23491;FRESNAIES;47.448053, -0.5004830000000001;;;;0;;Europe/Paris;1
PIJUIG-E;98449;PISCINE CAMILLE MUFFAT;47.534191, -0.6165220000000001;;;;0;;Europe/Paris;1
PEPINI-E;11360;GARE DE TRELAZE;47.452156, -0.4696060000000001;;;;0;;Europe/Paris;1
ANDAMA-E;319038;ANDARD MAIRIE;47.456503, -0.3977010000000001;;;;0;;Europe/Paris;0
ECOTIE-E;24531;ECOTIERE;47.363601, -0.5056260000000001;;;;0;;Europe/Paris;0
TANCELL;29482;TANCELLERIE;47.515975, -0.663653;;;;0;;Europe/Paris;0
GARR-AR;7592;GARES SEMARD;47.464955, -0.559286;;;;0;;Europe/Paris;0
CHAPELLE;21227;CHAPELLES ANDARD;47.46867, -0.3828790000000001;;;;0;;Europe/Paris;0
GARESNCF;18137;ANGERS GARES;47.464686, -0.5580110000000001;;;;0;;Europe/Paris;0
MALBOIRE;671943;MALBOIRE;47.481863, -0.414045;;;;0;;Europe/Paris;0
VALHUY-E;4497;VALENTIN HAUY;47.486014, -0.5556340000000001;;;;0;;Europe/Paris;1
GDMAIN-E;15461;GRAND MAINE;47.467398, -0.5935800000000001;;;;0;;Europe/Paris;1
LOTVILSC;477611;LOTISSEMENT VILLEVEQUE;47.556469, -0.425549;;;;0;;Europe/Paris;0
PETPOR-E;6330;PETIT PORT;47.425732, -0.6097080000000001;;;;0;;Europe/Paris;1
BOISEPI2;142312;BOIS D'EPINARD;47.474589, -0.3302590000000001;;;;0;;Europe/Paris;0
HOSGEM-E;6304;HOPITAL DE SAINTE GEMMES;47.422965, -0.5608150000000001;;;;0;;Europe/Paris;1
2FMBL;3788;FOCH MAISON BLEUE;47.468932, -0.5496560000000001;;;;0;;Europe/Paris;1
BANCST-E;2573;BANCHAIS;47.485819, -0.5124680000000001;;;;0;;Europe/Paris;0
CHAU-E;268887;CHAUVELAIE;47.436456, -0.5844410000000001;;;;0;;Europe/Paris;0
PATNOIRE;31383;PAUL BERT;47.466318, -0.5524600000000001;;;;0;;Europe/Paris;1
IRLANDE;8934;IRLANDE;47.522992, -0.6049780000000001;;;;0;;Europe/Paris;1
1HARA;24652;FOCH HARAS;47.466815, -0.5526570000000001;;;;0;;Europe/Paris;1
MPLAISIR;9967;MONPLAISIR PLESSIS GRAMMOIRE;47.499173, -0.42948;;;;0;;Europe/Paris;0
SOUSTADE;179678;SOUCELLES STADE;47.570224, -0.422138;;;;0;;Europe/Paris;0
LCHATAIG;30413;CHATAIGNERAIE;47.441338, -0.6078000000000001;;;;0;;Europe/Paris;1
CHACOMME;27218;CCI;47.468177, -0.5578200000000001;;;;0;;Europe/Paris;1
CCOMME-E;10530;CENTRE COMMERCIAL;47.437747, -0.5267610000000001;;;;0;;Europe/Paris;1
MATERNIT;11832;CHU - HOPITAL;47.481586, -0.5536150000000001;;;;0;;Europe/Paris;0
BAUDON;289578;BAUDON;47.539386, -0.5793100000000001;;;;0;;Europe/Paris;0
GARDONNE;12906;GARDONNE;47.521768, -0.4719490000000001;;;;0;;Europe/Paris;0
1STRA;7319;STRASBOURG;47.456676, -0.554039;;;;0;;Europe/Paris;1
DAGUEG-E;732652;DAGUENIERE PLACE DE L'EGLISE;47.4193, -0.436781;;;;0;;Europe/Paris;0
ROCEPINE;636;ROC EPINE;47.480326, -0.575926;;;;0;;Europe/Paris;1
SAVGAR-E;282280;SAVENNIÈRES GARE;47.381352, -0.655186;;;;0;;Europe/Paris;0
FENEUBUS;36001;EGLISE DE FENEU;47.569634, -0.5944090000000001;;;;0;;Europe/Paris;1
HOUSSAY;802941;HOUSSAYE;47.586496, -0.4570320000000001;;;;0;;Europe/Paris;0
JARDBOTA;815390;JARDIN BOTANIQUE;47.571711, -0.5026050000000001;;;;0;;Europe/Paris;0
STCHAR-E;913352;COLLEGE ST CHARLES;47.475632, -0.566942;;;;0;;Europe/Paris;0
LUTIN;32534;LUTIN;47.475761, -0.5344200000000001;;;;0;;Europe/Paris;1
ARTAUD;22172;ARTAUD;47.434046, -0.6109540000000001;;;;0;;Europe/Paris;1
BELLANGE;8582;BELLANGERIE;47.482203, -0.6848910000000001;;;;0;;Europe/Paris;0
STLEMOUL;206131;SAINT LÉGER MOULIN;47.461538, -0.7079130000000001;;;;0;;Europe/Paris;1
CCICHA-E;24375;CCI;47.468365, -0.557633;;;;0;;Europe/Paris;1
AUBRY-E;48579;AUBRY;47.441839, -0.5522290000000001;;;;0;;Europe/Paris;0
BBRANCHE;22762;BELLEBRANCHE;47.528127, -0.5283110000000001;;;;0;;Europe/Paris;0
PIVERDIE;30771;PIVERDIERE;47.43766, -0.6096120000000002;;;;0;;Europe/Paris;1
RIPOLE-E;5826;RIPOLLET;47.511172, -0.5883690000000001;;;;0;;Europe/Paris;1
BACHOU-E;602037;BACHOUASNE;47.467774, -0.433359;;;;0;;Europe/Paris;1
DUNAN-E;14642;DUNANT;47.483348, -0.5256810000000001;;;;0;;Europe/Paris;1
MLYAUTEY;15814;MARECHAL LYAUTEY;47.491712, -0.5837730000000001;;;;0;;Europe/Paris;1
DUNAN;19081;DUNANT;47.483529, -0.5255670000000001;;;;0;;Europe/Paris;1
BRGPAILL;10958;BOURG DE PAILLE;47.474358, -0.62494;;;;0;;Europe/Paris;1
CARLIN-E;21252;LINNE;47.446481, -0.5477850000000001;;;;0;;Europe/Paris;0
GADIFAIX;789137;GADIFAIX;47.576137, -0.449491;;;;0;;Europe/Paris;0
DEUXCR-E;19319;DAGUENET;47.474758, -0.5279730000000001;;;;0;;Europe/Paris;1
GRCARR-E;7784;ARENA LOIRE;47.443454, -0.4782900000000001;;;;0;;Europe/Paris;1
PLMACE;32166;MAIRIE DU PLESSIS MACE;47.543828, -0.6751380000000001;;;;0;;Europe/Paris;0
2BASC;3822;BASCULE;47.508781, -0.5914920000000001;;;;0;;Europe/Paris;1
PAQUER-E;22063;PAQUERETTE;47.485962, -0.6495180000000002;;;;0;;Europe/Paris;0
PERRIE-E;215108;PERRIERE;47.463793, -0.408372;;;;0;;Europe/Paris;0
2BOTA;22213;TERRA BOTANICA;47.494268, -0.5747590000000001;;;;0;;Europe/Paris;1
HARENC;18680;HARENCHERES;47.448695, -0.6156030000000001;;;;0;;Europe/Paris;1
HMAI;11449;LORRAINE;47.47034, -0.5471990000000001;;;;0;;Europe/Paris;1
LTAC-E;242;BOURG DE SOULAINES;47.364607, -0.5250480000000001;;;;0;;Europe/Paris;0
AUTRIC-E;30185;AUTRICHE;47.522911, -0.6094030000000001;;;;0;;Europe/Paris;1
PRIEUR-E;19657;PRIEURE;47.471869, -0.6335740000000001;;;;0;;Europe/Paris;1
STLEMO-E;891148;SAINT LÉGER MOULIN;47.461569, -0.7080660000000001;;;;0;;Europe/Paris;0
CHANZY;13887;CHANZY;47.460151, -0.557471;;;;0;;Europe/Paris;1
RTEROUSS;50541;ROUTE DE LA ROUSSIERE;47.571888, -0.6499320000000001;;;;0;;Europe/Paris;0
STGILL-E;30071;SAINT GILLES PLESSIS GRAMMOIRE;47.495017, -0.431831;;;;0;;Europe/Paris;1
PERAUD-E;16124;PERRAUDIERE ZA;47.436263, -0.7002280000000001;;;;0;;Europe/Paris;0
BPASTE-E;11261;BON PASTEUR;47.470506, -0.569135;;;;0;;Europe/Paris;0
RAPIDEX;21736;RAPIDEX;47.502756, -0.5140890000000001;;;;0;;Europe/Paris;0
NARCE;424467;LYCÉE NARCÉ;47.444599, -0.42749;;;;0;;Europe/Paris;0
VHUGO;15227;VICTOR HUGO MONTREUIL;47.528222, -0.611817;;;;0;;Europe/Paris;0
LICES;11754;LICES;47.467114, -0.5544890000000001;;;;0;;Europe/Paris;1
GRUICH-E;560134;GRUICHE;47.553592, -0.4538820000000001;;;;0;;Europe/Paris;0
NOZAY;32625;NOZAY;47.487728, -0.5320760000000001;;;;0;;Europe/Paris;1
LEFEVRE;15440;LEFEVRE;47.443291, -0.4886970000000001;;;;0;;Europe/Paris;1
PYRAM10;1573;PYRAMIDE;47.440986, -0.4901850000000001;;;;0;;Europe/Paris;0
CAMELI-E;10436;CAMELIA;47.471343, -0.5192360000000001;;;;0;;Europe/Paris;1
MAPTCEAR;402751;MAIRIE DES PONTS DE CE;47.425279, -0.5235830000000001;;;;0;;Europe/Paris;0
ECHMAN;20511;ECHMAN;47.490175, -0.5758060000000002;;;;0;;Europe/Paris;1
PROUD-E;6151;PROUDHON;47.461394, -0.6032360000000001;;;;0;;Europe/Paris;0
AVENEURO;31525;AVENUE DE L'EUROPE;47.527947, -0.5957800000000001;;;;0;;Europe/Paris;1
VILVECOL;28122;ECOLE DE VILLEVEQUE;47.560853, -0.421632;;;;0;;Europe/Paris;0
PERUSS-E;4185;PERUSSAIE;47.465529, -0.5954580000000002;;;;0;;Europe/Paris;1
ZPOL49;91599;POLE 49;47.489, -0.4912260000000001;;;;0;;Europe/Paris;1
CHANTOUR;20438;BOUCHEMAINE CHANTOURTEAU;47.406116, -0.6231260000000001;;;;0;;Europe/Paris;1
MALNOUE;193265;MALNOUE;47.369096, -0.5172490000000001;;;;0;;Europe/Paris;0
PLDULYCE;23588;PLACE DU LYCEE;47.466874, -0.544375;;;;0;;Europe/Paris;1
LIZE05-E;27387;LIZE;47.486884, -0.5744950000000001;;;;0;;Europe/Paris;1
CEZANNE;20935;CEZANNE;47.469797, -0.4918960000000001;;;;0;;Europe/Paris;1
MONPR -E;15116;MONPROFIT;47.47454, -0.5670880000000001;;;;0;;Europe/Paris;1
STLEON-E;7367;SAINT LEONARD;47.459772, -0.5208560000000001;;;;0;;Europe/Paris;1
FREMONT;22950;FREMOND;47.48569, -0.5613190000000001;;;;0;;Europe/Paris;0
LEGRAS;24887;LEGRAS;47.529259, -0.5669710000000001;;;;0;;Europe/Paris;0
JEANZA-E;132541;COLLEGE JEAN ZAY;47.529678, -0.6075830000000001;;;;0;;Europe/Paris;0
BOREAU-E;806695;BOREAU;47.475299, -0.5458470000000001;;;;0;;Europe/Paris;0
FRONDEMA;22268;FRONT DE MAINE;47.472514, -0.5665870000000001;;;;0;;Europe/Paris;1
TALET;364496;TALET;47.476405, -0.5476740000000001;;;;0;;Europe/Paris;1
NOYANT;207687;NOYANT;47.563367, -0.5456580000000001;;;;0;;Europe/Paris;0
MONPROFI;18765;MONPROFIT;47.474657, -0.5675180000000001;;;;0;;Europe/Paris;1
FENCH-E;955983;CHAMP FLEURI FENEU;47.567766, -0.579312;;;;0;;Europe/Paris;0
BBRANC-E;27533;BELLEBRANCHE;47.528251, -0.52831;;;;0;;Europe/Paris;0
CHBBEI-E;22139;CHAPELLE BELLE BEILLE;47.475463, -0.5859930000000001;;;;0;;Europe/Paris;1
CORMIER;24903;CORMIERS;47.458362, -0.5159260000000001;;;;0;;Europe/Paris;1
JEMONNET;869755;MONNET;47.465477, -0.6013030000000001;;;;0;;Europe/Paris;1
VAUGAR-E;1236;VAUGAREAU;47.482369, -0.5266740000000001;;;;0;;Europe/Paris;1
EPINAY;158422;EPINAY;47.432629, -0.377339;;;;0;;Europe/Paris;0
SABLON-E;28751;SABLONS;47.439789, -0.533333;;;;0;;Europe/Paris;1
GUERAND;12936;GUERANDAIS;47.527436, -0.748975;;;;0;;Europe/Paris;0
JEAN M-E;14704;MONNET;47.465477, -0.6013110000000002;;;;0;;Europe/Paris;1
CHEPRE-E;667046;CHEMIN DU PRE;47.467193, -0.6354830000000001;;;;0;;Europe/Paris;0
VIEUXP-E;658385;VIEUX PORT;47.57023, -0.4952490000000001;;;;0;;Europe/Paris;0
MONNIE-E;2398;MONNIER;47.402594, -0.5252980000000002;;;;0;;Europe/Paris;1
GAUGUI-E;397148;PAUL GAUGUIN;47.526696, -0.4641420000000001;;;;0;;Europe/Paris;1
BOUTHO-E;12112;BOUCHE THOMAS;47.444585, -0.5502620000000001;;;;0;;Europe/Paris;1
WBAS-E;79692;BASCULE;47.508657, -0.5912960000000002;;;;0;;Europe/Paris;0
DEBUSS22;13474;DEBUSSY;47.487634, -0.515812;;;;0;;Europe/Paris;0
JUINGE-E;351294;JUINGERES;47.499458, -0.4127430000000001;;;;0;;Europe/Paris;1
CHEVA-E;28793;CHEVALLERIE;47.554744, -0.6609640000000001;;;;0;;Europe/Paris;0
EDF-E;16211;BERGERIE;47.487435, -0.4712690000000001;;;;0;;Europe/Paris;0
ATOLLBEA;20041;BEAUCOUZE L'ATOLL;47.484232, -0.6264320000000001;;;;0;;Europe/Paris;1
BELOEIL;7658;BEL OEIL;47.426686, -0.5566620000000001;;;;0;;Europe/Paris;0
FARCY-E;1432;BALZAC;47.473524, -0.5791340000000001;;;;0;;Europe/Paris;0
VICT-D;98126;VICTOR HUGO;47.52349, -0.4674690000000001;;;;0;;Europe/Paris;1
ANRO-5A;17458;ANGERS - ROSERAIE;47.444012, -0.5539180000000001;;;;0;;Europe/Paris;1
LAVOIR-E;10144;LAVOIR;47.44076, -0.4989700000000001;;;;0;;Europe/Paris;1
BOSCH;10110;BOIS RINIER;47.476582, -0.4979890000000001;;;;0;;Europe/Paris;0
ROUTEN-4;511468;ROUTE N 4;47.441833, -0.4926490000000001;;;;0;;Europe/Paris;1
ESPACEAN;18251;ESPACE ANJOU;47.468151, -0.5260700000000001;;;;0;;Europe/Paris;0
ERIGNE;30529;ERIGNE;47.400795, -0.5307110000000002;;;;0;;Europe/Paris;1
PERDRIAU;4087;PERDRIAU;47.439734, -0.4873720000000001;;;;0;;Europe/Paris;0
BOUTEI-E;117791;BOUTEILLERIE;47.478836, -0.431989;;;;0;;Europe/Paris;0
MACE-E;756877;MACÉ;47.477009, -0.5317310000000001;;;;0;;Europe/Paris;1
HIPPOD-E;25720;HIPPODROME;47.500888, -0.5078140000000001;;;;0;;Europe/Paris;1
MAISNE-E;819362;MAISON NEUVE;47.453832, -0.428021;;;;0;;Europe/Paris;0
SBART-AR;914029;SAINT BARTHELEMY;47.472617, -0.4858710000000001;;;;0;;Europe/Paris;1
JUFERR-E;829;JULES FERRY;47.466355, -0.4988960000000001;;;;0;;Europe/Paris;1
PTJOUR;18366;POINT DU JOUR;47.474264, -0.319784;;;;0;;Europe/Paris;0
ROCHE-E;20309;ROCHETTE;47.528737, -0.7511860000000001;;;;0;;Europe/Paris;0
PLOTINIE;32677;PLOTINIERE;47.472288, -0.433233;;;;0;;Europe/Paris;0
HAUSSA-E;494497;HOUSSAYE;47.586506, -0.4568980000000001;;;;0;;Europe/Paris;1
HJOU32-E;32588;HAIE JOULAIN;47.517487, -0.4627360000000001;;;;0;;Europe/Paris;0
INTMIL-E;1195;INTERMARCHE;47.455738, -0.5337830000000001;;;;0;;Europe/Paris;1
VERNUSSO;32414;VERNUSSON FLORILOIRE;47.430422, -0.5422040000000001;;;;0;;Europe/Paris;1
BRETEAU;22377;BRETEAU;47.573784, -0.437338;;;;0;;Europe/Paris;0
TUFFIERE;132042;TUFFIÈRE;47.503222, -0.376703;;;;0;;Europe/Paris;0
DOMVAL;15402;DOMAINE DU VAL;47.537042, -0.6250430000000001;;;;0;;Europe/Paris;1
MIRBE-E;15613;MIRBEAU;47.488428, -0.5099920000000001;;;;0;;Europe/Paris;0
LICES-E;669316;LICES;47.466947, -0.5546500000000001;;;;0;;Europe/Paris;1
BIAIS;889875;BIAIS;47.584722, -0.539329;;;;0;;Europe/Paris;0
LECLSYLV;29018;MARECHAL LECLERC;47.518515, -0.4665220000000001;;;;0;;Europe/Paris;1
DAGUER-E;8833;DOJO DAGUERRE;47.446498, -0.5068700000000002;;;;0;;Europe/Paris;0
GRCHAMPS;364;GRANDS CHAMPS;47.514649, -0.43421;;;;0;;Europe/Paris;0
BELVTR-E;29169;BELLEVUE;47.44785, -0.5079660000000001;;;;0;;Europe/Paris;1
DEGAUL-E;17571;DE GAULLE;47.453109, -0.4782160000000001;;;;0;;Europe/Paris;0
GRANPI-E;22564;GRAND PIN;47.473301, -0.6316560000000001;;;;0;;Europe/Paris;1
MEMBRO-E;26396;BOURG DE LA MEMBROLLE;47.558425, -0.6697130000000001;;;;0;;Europe/Paris;0
MADELEIN;20411;MADELEINE;47.459277, -0.53568;;;;0;;Europe/Paris;1
GROIES.2;16726;GROIES 2;47.492026, -0.399656;;;;0;;Europe/Paris;0
SOUZELL;11009;PETITE SOUZELLE;47.549137, -0.5644620000000001;;;;0;;Europe/Paris;0
PAUGE-E;30126;PAUGER;47.483216, -0.6778250000000001;;;;0;;Europe/Paris;0
RTECHA-E;31093;ROUTE DE CHAMPIGNE;47.57234, -0.5933120000000001;;;;0;;Europe/Paris;0
CHAMF-E;48621;CHAMPFLEUR;47.482646, -0.5038140000000001;;;;0;;Europe/Paris;0
FOUSSEAU;24740;FOUSSEAUX;47.515771, -0.4685080000000001;;;;0;;Europe/Paris;0
IRLAND-E;12365;IRLANDE;47.523061, -0.6042770000000001;;;;0;;Europe/Paris;1
CHAGALL;409509;CHAGALL;47.560054, -0.6775170000000001;;;;0;;Europe/Paris;0
BEDIER;16246;BEDIER;47.450112, -0.5526500000000001;;;;0;;Europe/Paris;0
LE-PRE;667164;LE PRÉ;47.515123, -0.5849370000000002;;;;0;;Europe/Paris;1
VILLESIC;8016;VILLESICARD;47.452474, -0.5383350000000001;;;;0;;Europe/Paris;0
LOMBARD;43351;LOMBARDIERES;47.442497, -0.6903580000000001;;;;0;;Europe/Paris;0
STJOS-E;14109;SAINT JOSEPH;47.464782, -0.5411330000000001;;;;0;;Europe/Paris;1
POIREL;14957;POIREL;47.461703, -0.5621180000000001;;;;0;;Europe/Paris;1
PEPIN-AR;262826;GARE DE TRÉLAZÉ;47.452156, -0.4696060000000001;;;;0;;Europe/Paris;1
BMAI-9C;14427;BERGES DE MAINE;47.478749, -0.5496240000000001;;;;0;;Europe/Paris;1
PIECE-E;23406;PIECE DU MOULIN;47.507385, -0.5969790000000001;;;;0;;Europe/Paris;1
MANSIO-E;211544;MANSION;47.477099, -0.5880320000000001;;;;0;;Europe/Paris;1
RTEDAN-E;14532;ROUTE D'ANGERS;47.42544, -0.5562390000000001;;;;0;;Europe/Paris;1
JEJAUR-E;5930;JEAN JAURES;47.457683, -0.5228190000000001;;;;0;;Europe/Paris;1
SALETT-E;613884;SALETTE;47.51263, -0.586802;;;;0;;Europe/Paris;1
HOPA8-C;27358;CHU - HOPITAL;47.480652, -0.5548310000000001;;;;0;;Europe/Paris;1
STMARTIN;16698;BOURG DE SAINT MARTIN;47.431309, -0.7026570000000001;;;;0;;Europe/Paris;0
GATS;7008;LES GATS;47.474404, -0.5176560000000001;;;;0;;Europe/Paris;1
CHEMON-E;395248;CHEMIN DE MONGAZON;47.482446, -0.4815670000000001;;;;0;;Europe/Paris;0
MAIL-NAE;15219;MAIL;47.471272, -0.5465780000000001;;;;0;;Europe/Paris;1
MOUNLY-E;3200;MOUNIER LYCEE;47.489799, -0.5268440000000001;;;;0;;Europe/Paris;0
ROFOULQ;55701;ROCHE FOULQUES;47.575868, -0.4547690000000001;;;;0;;Europe/Paris;0
POMONE;14481;POMONE;47.481356, -0.57459;;;;0;;Europe/Paris;1
PARMEN-E;7606;PARMENTIER;47.453104, -0.5185490000000001;;;;0;;Europe/Paris;0
LA BARRE REPORTE;;LA BARRE;47.473383, -0.5980770000000001;;;;0;;Europe/Paris;0
AROBASE;21097;AROBASE;47.464591, -0.5315460000000001;;;;0;;Europe/Paris;0
RIVET;5205;RIVET;47.436827, -0.5163590000000001;;;;0;;Europe/Paris;1
MEIG34-E;7347;EGLISE DE LA MEIGNANNE;47.519711, -0.6675500000000001;;;;0;;Europe/Paris;0
CHAPE;651257;CHAPELLES;47.468731, -0.382975;;;;0;;Europe/Paris;0
VAUBA2-E;18400;VAUBAN;47.46, -0.5607880000000001;;;;0;;Europe/Paris;1
BEAUVAL;9892;BEAUVAL;47.451403, -0.550429;;;;0;;Europe/Paris;0
RABELA-E;28844;RABELAIS;47.461596, -0.5469570000000001;;;;0;;Europe/Paris;1
FONTAINE;15253;FONTAINE FENEU;47.569642, -0.5905380000000001;;;;0;;Europe/Paris;0
FUNAUL-E;211846;FUNAULT;47.534658, -0.4567590000000001;;;;0;;Europe/Paris;0
MOREL-E;6741;MOREL;47.474985, -0.60852;;;;0;;Europe/Paris;1
ORMEAU-E;18420;ORMEAUX;47.48004, -0.5190690000000001;;;;0;;Europe/Paris;1
LOTISS-E;411;LOTISSEMENT DE VILLEVEQUE;47.556726, -0.424144;;;;0;;Europe/Paris;0
PTASSI-E;17550;POLE TASSIGNY;47.446472, -0.5374150000000001;;;;0;;Europe/Paris;1
CHADL-E;8514;CHAMPDOLLANT;47.556395, -0.5614240000000001;;;;0;;Europe/Paris;0
CAMPJUIG;7458;CAMPING DE JUIGNE;47.537566, -0.616886;;;;0;;Europe/Paris;0
SCHWEITZ;6816;MIMOSAS;47.481576, -0.5234430000000001;;;;0;;Europe/Paris;1
PARCEX-E;13525;PARC EXPO CITE DE L'OBJET CONNECTE;47.496987, -0.4934070000000001;;;;0;;Europe/Paris;1
VALINI-E;347379;PETITES VALINIERES;47.507146, -0.44506;;;;0;;Europe/Paris;0
RTIERCE;409258;ROUTE DE TIERCE;47.58415, -0.4968370000000001;;;;0;;Europe/Paris;0
WBAMA;1851;BAMAKO;47.452456, -0.55578;;;;0;;Europe/Paris;0
CHENAI-E;145360;CHENAIE;47.548042, -0.4744110000000001;;;;0;;Europe/Paris;0
GAUBLOCB;21184;GAUBOURGS;47.448444, -0.5732550000000001;;;;0;;Europe/Paris;0
BPASTEUR;29906;BON PASTEUR;47.470432, -0.5680070000000002;;;;0;;Europe/Paris;0
FRMEIL-E;27294;MEILLAND;47.44862, -0.5463550000000001;;;;0;;Europe/Paris;1
FACULT-E;30202;FACULTE;47.479299, -0.5507600000000001;;;;0;;Europe/Paris;1
DOMVAL-E;366109;DOMAINE DU VAL;47.536901, -0.624975;;;;0;;Europe/Paris;0
STEXUP-E;15821;SAINT EXUPERY;47.468021, -0.5374030000000001;;;;0;;Europe/Paris;1
GIRARDE;24763;GIRARDEAU;47.436629, -0.5209330000000001;;;;0;;Europe/Paris;1
TINELLIE;794659;TINELLIÈRE;47.483963, -0.431664;;;;0;;Europe/Paris;0
HRECULEE;11114;HAUTE DE RECULEE;47.485006, -0.5526620000000001;;;;0;;Europe/Paris;0
VILLEC-E;8804;VILLECHIEN;47.463242, -0.5195240000000001;;;;0;;Europe/Paris;1
PEGARD-E;22451;PETITE GARDE;47.508405, -0.5879360000000001;;;;0;;Europe/Paris;1
TRELCH-E;816825;CHEVALLERIE;47.445981, -0.4586820000000001;;;;0;;Europe/Paris;0
AUBEPINE;8536;AUBEPINE;47.461705, -0.4959840000000001;;;;0;;Europe/Paris;1
AUBERDER;747618;AUBERDERIE;47.537885, -0.4786910000000001;;;;0;;Europe/Paris;0
LUTIN-E;331921;LUTIN;47.475729, -0.5341740000000001;;;;0;;Europe/Paris;1
REVERIES;12326;REVERIES;47.482005, -0.5784520000000001;;;;0;;Europe/Paris;1
ANFRANCK;6103;ANNE FRANK;47.463559, -0.537773;;;;0;;Europe/Paris;1
P_RTEBRI;7528;ROUTE DE BRIOLLAY;47.485584, -0.5330110000000001;;;;0;;Europe/Paris;1
LORPLM-E;8507;L'ORÉE PLESSIS MACÉ;47.542585, -0.6723350000000001;;;;0;;Europe/Paris;0
SABLONS;28098;SABLONS;47.440038, -0.5331330000000001;;;;0;;Europe/Paris;1
LEMERC-E;15956;LEMERCIER;47.498615, -0.5224280000000001;;;;0;;Europe/Paris;0
MONTHI-E;5661;MONTHIBERT;47.444623, -0.4733020000000001;;;;0;;Europe/Paris;1
BOURRELI;385547;BOURRELIERE;47.381943, -0.5640330000000001;;;;0;;Europe/Paris;0
LAV.SC-E;982578;LAVOIR SCOLAIRE;47.440876, -0.4986290000000001;;;;0;;Europe/Paris;0
ROMOR-AR;871625;SAINTE GEMMES - ROCHE MORNA;47.420302, -0.5814400000000001;;;;0;;Europe/Paris;1
AQUIT11;462834;ALIENOR D'AQUITAINE;47.462897, -0.6150490000000001;;;;0;;Europe/Paris;1
OFFTOURI;26477;OFFICE DE TOURISME;47.468866, -0.5581220000000001;;;;0;;Europe/Paris;1
MERCIER;7042;MERCIER;47.492649, -0.4587430000000001;;;;0;;Europe/Paris;0
SAULAIS;425213;SAULAIS;47.470308, -0.4616320000000001;;;;0;;Europe/Paris;0
SOLAND;31835;SOLAND;47.399479, -0.5312730000000001;;;;0;;Europe/Paris;1
BOUTEILL;602328;BOUTEILLERIE;47.479017, -0.432242;;;;0;;Europe/Paris;0
HOTELLER;30702;HOTELLERIE;47.489373, -0.519596;;;;0;;Europe/Paris;0
BEAUREPA;15816;BEAUREPAIRE;47.473985, -0.5596540000000001;;;;0;;Europe/Paris;0
FRAVISCO;697386;COLLEGE FRANCOIS VILLON;47.43303, -0.5219680000000001;;;;0;;Europe/Paris;0
PIJUIGI;491332;PISCINE CAMILLE MUFFAT;47.534039, -0.616593;;;;0;;Europe/Paris;1
1CECO;519627;CENTRE DE CONGRES;47.474152, -0.5460830000000001;;;;0;;Europe/Paris;1
DURELLE1;530721;DURELLERIES 1;47.428933, -0.6412120000000001;;;;0;;Europe/Paris;0
MORSUB;850214;MOREL;47.475351, -0.6082460000000001;;;;0;;Europe/Paris;0
CIMETIER;6354;CIMETIERE DE L'EST;47.471369, -0.5277390000000001;;;;0;;Europe/Paris;1
PINELI-E;90368;PINELIER;47.523144, -0.7431730000000001;;;;0;;Europe/Paris;0
RALL-A;435252;RALLIEMENT;47.471448, -0.5518320000000001;;;;0;;Europe/Paris;1
ESA;6717;ESA;47.458532, -0.5449150000000001;;;;0;;Europe/Paris;1
JUSTICES;9099;JUSTICES;47.453629, -0.526549;;;;0;;Europe/Paris;1
POMONE-E;15036;POMONE;47.481516, -0.5743840000000001;;;;0;;Europe/Paris;1
GBREM-E;25296;GARES BREMONT;47.465715, -0.5594840000000001;;;;0;;Europe/Paris;1
LANDREAU;29073;LE LANDREAU;47.474025, -0.6178380000000001;;;;0;;Europe/Paris;1
UNION;2517;UNION;47.51962, -0.4753120000000001;;;;0;;Europe/Paris;1
LOMBAR-E;1349;LOMBARDIERES;47.442609, -0.6906610000000001;;;;0;;Europe/Paris;0
MONTHIBE;4518;MONTHIBERT;47.44474, -0.4738780000000001;;;;0;;Europe/Paris;1
ATHLET-E;12108;ATHLETIS;47.441471, -0.5283490000000001;;;;0;;Europe/Paris;1
MURSHDV;7383;HOTEL DE VILLE;47.401767, -0.5365090000000001;;;;0;;Europe/Paris;1
RIMOUX-E;644943;RIMOUX;47.475743, -0.356174;;;;0;;Europe/Paris;0
HARAS-E;3412;FOCH HARAS;47.467252, -0.5522340000000001;;;;0;;Europe/Paris;1
RAMON;25600;RAMON;47.486669, -0.5378830000000001;;;;0;;Europe/Paris;1
CHEMARDE;692812;AVRILLE - ARDENNE;47.512466, -0.5964020000000001;;;;0;;Europe/Paris;0
RTEROU-E;538444;ROUTE DE LA ROUSSIERE;47.571875, -0.6501280000000002;;;;0;;Europe/Paris;0
BECK-E;67197;BECKER;47.538824, -0.6221840000000001;;;;0;;Europe/Paris;1
PEGARDE;21733;PETITE GARDE;47.508358, -0.5881430000000001;;;;0;;Europe/Paris;1
